Provincia,Partido,Localidad,Link Indec,Otros,"0,256 mbps","0,375 mbps","0,5 mbps","0,512 mbps","0,625 mbps","0,75 mbps",1 mbps,"1,25 mbps","1,5 mbps",2 mbps,"2,2 mbps","2,5 mbps",3 mbps,"3,3 mbps","3,5 mbps",4 mbps,"4,5 mbps",5 mbps,6 mbps,"6,4 mbps",7 mbps,"7,5 mbps",8 mbps,9 mbps,10 mbps,11 mbps,12 mbps,13 mbps,14 mbps,15 mbps,16 mbps,17 mbps,18 mbps,19 mbps,20 mbps,21 mbps,22 mbps,23 mbps,24 mbps,25 mbps,"25,1 mbps","25,11 mbps","25,5 mbps",26 mbps,30 mbps,31 mbps,32 mbps,34 mbps,35 mbps,36 mbps,38 mbps,39 mbps,40 mbps,41 mbps,45 mbps,46 mbps,49 mbps,50 mbps,55 mbps,58 mbps,59 mbps,60 mbps,61 mbps,62 mbps,64 mbps,65 mbps,66 mbps,70 mbps,75 mbps,78 mbps,80 mbps,82 mbps,83 mbps,85 mbps,90 mbps,92 mbps,95 mbps,100 mbps
BUENOS AIRES,San Nicolás,Conesa,6763010,,,,,1,,,536,,,,,,,,,,,134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,San Nicolás,Erézcano,6763020,,,,,,,,108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,San Nicolás,General Rojo,6763030,1,,,,,,,,,,,,,,,,,,,,,,,,,599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,San Nicolás,San Nicolás de los Arroyos,6763050,4,,,,1,,1,190,,,1,,,389,,2,1,,3,"1,738",,,,2,,"4,567",,153,,,853,,,240,,"1,135",,,,,657,,,,,88,,,,,,,,,,,,,"10,613",,,,,,,,,,,,,,,,,,1,,"11,453"
BUENOS AIRES,San Pedro,Río Tala,6770040,237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,San Pedro,San Pedro,6770050,,,,2,46,,1,536,,,7,,,536,,,,,1,736,,,,1,,764,,46,,,87,,,3,,14,,,,,116,,,,,5,,,,,,,,,,,,,"7,347",,,,,,,,,,,,,,,,,,,,"4,028"
BUENOS AIRES,San Pedro,Santa Lucía,6770060,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,San Vicente,Alejandro Korn,6778020,1,,,,,,10,1,,,,,,181,,28,,,128,2,,21,,36,,82,,1,,,40,,,5,,,,,,,32,,,,,"6,236",,,,,,,,,,,,,522,,,,837,,,,,,,300,,,,,,,,,"1,079"
BUENOS AIRES,San Vicente,Domselaar,6778020,,,,,,,,,,,,,,29,,,,,22,430,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,San Vicente,San Vicente,6778020,4,,,,,,19,,,,,,,113,,399,,,90,1,,11,,365,,99,,1,,,352,,,4,,14,,,,,39,,,,,477,,,,,,,,,,,,,599,,,,885,,,,,,,203,,,,,,,,,"1,373"
BUENOS AIRES,Suipacha,General Rivas,6784010,,,,,,,,,,,,,,91,,,,,87,,,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Suipacha,Suipacha,6784020,"1,465",,,,,,,,,,,,,,,11,,,2,959,,132,,63,,,,46,,,549,,,,,3,,,,,,,,,,105,,,,,,,,,,,,,28,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Tandil,De la Canal,6791010,5,,,,,,,10,,,,,,,,,,,,28,,,,,,,,10,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Tandil,Desvío Aguirre,6791050,,,,,,,,,,,,,,,,,,,,5,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Tandil,Gardey,6791030,35,,,,,,,5,,,15,,,39,,,93,,,17,,,,49,,5,,21,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Tandil,María Ignacia  (Est. Vela),6791040,,,,,,,,,,,,,,,,,,,4,,,,,,,283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Tandil,Otros,Sin Datos,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Tandil,Tandil,6791050,76,,,3,3,,132,51,,,64,,,130,,"1,106",,,46,200,,,,900,,248,,429,,,512,,,483,,322,,,,,"1,418",,,,,"2,544",,,,,,,,,,,,,"18,521",,,,,,,,,,,,,,,,,,,,"15,906"
BUENOS AIRES,Tapalqué,Tapalqué,6798020,,,,1,,,,,,,,,,,,,,,,,,,,,,20,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Tigre,Benavídez,6805010,"1,193",,,1,2,,1,18,,,115,,,234,,1,2,,28,"1,129",,,,,,480,,25,,,5,,,25,,7,,,,,135,,,,,"4,595",,,,,,,,1,,,,,"3,439",,,,"1,436",,,,,,,382,,1,,,,,,,"5,035"
BUENOS AIRES,Tigre,Dique Luján,6805010,42,,,,,,,16,,,52,,,,,,,,,10,,,,,,35,,2,,,4,,,1,,,,,,,16,,,,,,,,,,,,,,,,,,546,,,,,,,,,,,,,,,,,,,,"1,018"
BUENOS AIRES,Tigre,Don Torcuato Este,6805010,4,,,2,,,,75,,,3,,,105,,4,,,17,261,,1,,4,,868,,29,,,53,,,105,,427,,,,,239,,,,,"5,485",,,,,,,,,,,,,"6,047",,,,"1,546",,,,,,,393,,,,,,,,,"6,483"
BUENOS AIRES,Tigre,Don Torcuato Oeste,6805010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,2
BUENOS AIRES,Tigre,El Talar,6805010,31,,,2,,,,83,,,15,,,150,,2,,,3,131,,,,1,,603,,6,,,19,,,38,,66,,,,,167,,,,,"3,211",,,,,,,,,,,,,"3,348",,,,"1,116",,1,,,,,236,,,,,,,,,"3,949"
BUENOS AIRES,Tigre,General Pacheco,6805010,"1,187",,,2,1,,,96,,,,,,91,,6,,,3,215,,,,7,,643,,23,,,73,,,65,,197,,,,,185,,,,,29,,,,,,,,,,,,,"4,350",,,,"1,404",,,,,,,362,,,,,,,,,"5,829"
BUENOS AIRES,Tigre,Los Troncos Del Talar,6805010,2,,,,1,,,28,,,,,,66,,,,,2,122,,,,,,513,,3,,,46,,,10,,98,,,,,86,,,,,11,,,,,,,,,,,,,"2,869",,,,"1,322",,,,,,,269,,,,,,,,,"3,144"
BUENOS AIRES,Tigre,Nordelta,6805010,,,,,,,,,,,,,,,,,,,,4,,,,,,1,,16,,,,,,12,,1,,,,,137,,,,,,,,,,,,,,,,,,"2,056",,,,,,,,,,,,,,,,,,,,"4,206"
BUENOS AIRES,Tigre,Otros,Sin Datos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Tigre,Ricardo Rojas,6805010,"1,075",,,,,,,1,,,,,,9,,,,,4,19,,,,,,275,,3,,,0,,,9,,2,,,,,46,,,,,8,,,,,,,,,,,,,"1,699",,,,501,,,,,,,123,,,,,,,,,"2,145"
BUENOS AIRES,Tigre,Rincón de Milberg,6805010,34,,,,,,,76,,,5,,,132,,,,,6,280,,,,1,,803,,13,,,231,,,49,,520,,,,,164,,,,,25,,,,,,,,,,,,,"3,059",,,,"1,010",,,,,,,323,,,,,,,,,"3,793"
BUENOS AIRES,Tigre,Tigre,6805010,22,,,5,,,3,106,,,29,,,310,,3,3,,3,581,,1,,4,,286,,38,,,7,,,117,,160,,,,,319,,,,,"2,715",,,,,,,,,,,,,"5,213",,,,686,,,,,,,202,,,,,,,,,"5,712"
BUENOS AIRES,Tordillo,General Conesa,6812010,9,,,,,,,,,,,,,,,,193,,,88,,,,5,,,,,,,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Tordillo,Villa Roch,6812010,5,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Tornquist,Saldungaray,6819020,,,,,,,,,,,,,,,,,,,,,,,,,,466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Tornquist,Sierra de la Ventana,6819030,,,,,,,,,,,,,,,,,,,,,,,,424,,,,47,,,520,,,,,15,,,,,,,,,,96,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Tornquist,Tornquist,6819040,1,,,,,,2,,,,,,,,,36,,,,,,,,32,,"1,732",,,,,300,,,,,2,,,,,,,,,,354,,,,,,,,,,,,,,,,,98,,,,,,,,,,,,,,,,
BUENOS AIRES,Tornquist,Villa Serrana La Gruta,6819060,,,,,,,,,,,,,,,,,,,,,,,,,,119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Tornquist,Villa Ventana,6819070,,,,,,,,,,,,,,,,,475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Trenque Lauquen,30 de Agosto,6826040,,,,,,,,,,,,,,450,,,,,850,,,,,"1,260",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Trenque Lauquen,Girodias,6826020,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Trenque Lauquen,La Carreta,6826030,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Trenque Lauquen,Otros,Sin Datos,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Trenque Lauquen,Trenque Lauquen,6826050,,,,1,,,19,,,,,,,,,"1,376",,,,"2,826",,,,220,,"6,593",,,,,267,,,,,,,,,,574,,,,,"4,795",521,,,,,,,,,,,,502,,,,,,,,,,,,,,,,,,,,286
BUENOS AIRES,Trenque Lauquen,Trongé,6826060,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Tres Arroyos,Claromecó,6833020,6,,,,,,,88,,,,,,241,,,131,,,145,,,,270,,190,,470,,,64,,,,,38,,,,,,,,,,14,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Tres Arroyos,Copetonas,6833030,,,,,,,,,,,,,,1,,,,,,,,,,88,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Tres Arroyos,Lin Calel,6833040,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Tres Arroyos,Micaela Cascallares  (Est. Cascallares),6833050,,,,,,,,,,,,,,,,,,,,1,,,,39,,,,115,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Tres Arroyos,Orense,6833060,,,,,,,,,,,,,,,,,3,,,223,,,,118,,213,,150,,,42,,,16,,,,,,,31,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Tres Arroyos,Reta,6833070,,,,,,,,,,,,,,141,,,,,,20,,,,61,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Tres Arroyos,San Francisco de Bellocq,6833080,,,,,,,,,,,,,,21,,,,,,,,,,,,,,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Tres Arroyos,San Mayol,6833090,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Tres Arroyos,Tres Arroyos,6833100,2,,,,2,,36,5,,,,,,"2,085",,551,103,,145,"2,054",,,,"1,027",,981,,222,,,604,,,15,,38,,,,,316,,,,,"1,070",,,,,,,,,,,,,"6,933",,,,,,,,,,,,,,,,,,,,"1,931"
BUENOS AIRES,Tres De Febrero,11 De Septiembre,6840010,1,,,,,,,6,,,,,,12,,,,,2,12,,,,,,23,,1,,,1,,,3,,2,,,,,11,,,,,,,,,,,,,,,,,,197,,,,264,,,,,,,57,,,,,,,,,366
BUENOS AIRES,Tres De Febrero,Caseros,6840010,1,,,2,,,4,185,,,1,,,236,,6,,,17,687,,,,9,,"1,329",,77,,,73,,,101,,"1,156",,,,,415,,,,,39,,,,,,,,,,,,,"13,195",,,,"2,348",,,,,,,675,,,,,,,,,"10,439"
BUENOS AIRES,Tres De Febrero,Churruca,6840010,,,,,,,,2,,,,,,5,,,,,,4,,,,,,24,,,,,,,,,,1,,,,,9,,,,,"1,550",,,,,,,,,,,,,4,,,,400,,,,,,,110,,,,,,,,,57
BUENOS AIRES,Tres De Febrero,Ciudad Jardín Lomas del Palomar,6840010,,,,,,,2,44,,,,,,30,,2,,,3,161,,,,3,,242,,27,,,8,,,56,,115,,,,,133,,,,,6,,,,,,,,,,,,,"2,132",,,,372,,,,,,,111,,,,,,,,,"2,353"
BUENOS AIRES,Tres De Febrero,Ciudadela,6840010,1,1,,11,3,,35,17,,,2,,,45,,151,,,5,14,,,,64,,541,,35,,,75,,,68,,292,,,,,215,,,,,"8,080",,,,,,,,,,,,,"6,759",,,,"1,345",,,,,,,348,,120,,,,,,,"5,695"
BUENOS AIRES,Tres De Febrero,El Libertador,6840010,,,,,,,,9,,,,,,39,,,,,5,61,,,,,,118,,,,,,,,,,45,,,,,24,,,,,,,,,,,,,,,,,,33,,,,"1,157",,,,,,,357,,,,,,,,,130
BUENOS AIRES,Tres De Febrero,Jose Ingenieros,6840010,,,,,,,,30,,,,,,19,,1,,,,32,,,,,,80,,4,,1,17,,,6,,2,,,,,42,,,,,3,,,,,,,,,,,,,981,,,,149,,,,,,,35,,,,,,,,,894
BUENOS AIRES,Tres De Febrero,Loma Hermosa,6840010,,,,,,,,86,,,,,,269,,,,,3,392,,,,,,456,,1,,,12,,,8,,133,,,,,65,,,,,12,,,,,,,,,,,,,"1,469",,,,928,,,,,,,220,,,,,,,,,"1,827"
BUENOS AIRES,Tres De Febrero,Martín Coronado,6840010,,,,1,,,,26,,,,,,64,,,,,1,90,,,,1,,100,,15,,,5,,,24,,23,,,,,126,,,,,3,,,,,,,,,,,,,"3,462",,,,500,,,,,,,162,,,,,,,,,"2,411"
BUENOS AIRES,Tres De Febrero,Pablo Podestá,6840010,4,,,,,,1,41,,,,,,210,,,,,6,225,,,,,,"1,034",,1,,,246,,,3,,333,,,,,42,,,,,21,,,,,,,,,,,,,765,,,,606,,,,,,,153,,,,,,,,,"1,098"
BUENOS AIRES,Tres De Febrero,Remedios De Escalada,6840010,,,,,,,,31,,,,,,50,,,,,4,40,,,,,,100,,,,,2,,,3,,39,,,,,13,,,,,,,,,,,,,,,,,,"5,512",,,,812,,,,,,,192,,,,,,,,,"3,042"
BUENOS AIRES,Tres De Febrero,Saenz Peña,6840010,,,,1,,,1,25,,,,,,25,,1,,,4,84,,,,,,200,,14,,,7,,,31,,59,,,,,105,,,,,1,,,,,,,,,,,,,"2,157",,,,407,,,,,,,144,,,,,,,,,"2,173"
BUENOS AIRES,Tres De Febrero,Santos Lugares,6840010,,,,,,,,40,,,2,,,37,,,,,5,125,,,,,,206,,11,,,24,,,39,,43,,,,,139,,,,,3,,,,,,,,,,,,,"2,812",,,,503,,,,,,,135,,,,,,,,,"2,761"
BUENOS AIRES,Tres De Febrero,Villa Bosch (Est. Juan Maria Bosch),6840010,,,,,,,2,39,,,,,,35,,,,,6,100,,,,1,,214,,19,,,8,,,40,,42,,,,,168,,,,,"3,120",,,,,,,,,,,,,"4,303",,,,653,,,,,,,215,,,,,,,,,"3,220"
BUENOS AIRES,Tres De Febrero,Villa Raffo,6840010,,,,,,,,14,,,,,,45,,,,,1,46,,,,,,66,,9,,,1,,,18,,5,,,,,39,,,,,1,,,,,,,,,,,,,"1,046",,,,180,,,,,,,50,,,,,,,,,943
BUENOS AIRES,Tres Lomas,Tres Lomas,6847020,,,,,,,,,,,,,,,,11,324,,39,399,,,,348,,152,,,,,70,,,,,20,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Vicente López,Carapachay,6861010,1,,,1,,,,106,,,,,,124,,2,,,,238,,,,10,,352,,27,,,17,,,75,,219,,,,,134,,,,,12,,,,,,,,,,,,,"3,267",,,,299,,,,,,,63,,,,,,,,,"2,692"
BUENOS AIRES,Vicente López,Florida,6861010,1,,,2,,,2,103,,,1,,,80,,9,,,3,301,,,,6,,725,,72,,,45,,,318,,431,,,,,458,,,,,46,,,,,,,,,,,,,"8,194",,,,667,,,,,,,199,,,,,,,,,"8,111"
BUENOS AIRES,Vicente López,Florida Oeste,6861010,,,,,6,,,13,,,22,,,64,,6,26,,31,56,,,,42,,358,,16,,,12,,,81,,143,,,,,157,,,,,17,,,,,,,,,,,,,"4,150",,,,352,,,,,,,93,,,,,,,,,"2,658"
BUENOS AIRES,Vicente López,La Lucila,6861010,,,,1,,,,28,,,1,,,69,,2,,,2,80,,,,1,,103,,20,,,5,,,68,,85,,,,,105,,,,,8,,,,,,,,,,,,,"1,912",,,,122,,,,,,,40,,,,,,,,,"2,306"
BUENOS AIRES,Vicente López,Munro,6861010,8,,,9,1,,3,78,,,2,,,107,,21,,,10,240,,,,37,,484,,52,,,20,,,142,,105,,,,,200,,,,,67,,,,,,,,,,,,,"6,804",,,,724,,,,,,,207,,,,,,,,,"4,657"
BUENOS AIRES,Vicente López,Olivos,6861010,11,,,2,1,,,150,,,5,,,181,,15,,,11,348,,,,11,,743,,77,,,32,,,414,,470,,,,,573,,,,,"1,013",,,,,,,,,,,,,"12,615",,,,981,,,,,,,268,,,,,,,,,"12,693"
BUENOS AIRES,Vicente López,Vicente López,6861010,15,,,,,,,50,,,1,,,27,,7,,,6,74,,,,11,,173,,40,,,14,,,172,,133,,,,,249,,,,,144,,,,,,,,,,,,,"4,771",,,,206,,,,,,,67,,,,,,,,,"5,369"
BUENOS AIRES,Vicente López,Villa Adelina,6861010,,,,,,,,,,,,,,,,,,,1,,,,,,,34,,,,,,,,,,1,,,,,9,,,,,,,,,,,,,,,,,,712,,,,203,,,,,,,44,,,,,,,,,389
BUENOS AIRES,Vicente López,Villa Martelli,6861010,4,,,1,,,1,42,,,45,,,114,,13,47,,77,187,,,,74,,614,,19,,,43,,,74,,321,,,,,122,,,,,"1,139",,,,,,,,,,,,,"4,322",,,,369,,,,,,,84,,,,,,,,,"3,040"
BUENOS AIRES,Villa Gesell,Villa Gesell,6868020,1,,,,,,,,,,,,,120,,,,,33,"1,900",,"3,910",,950,,"2,463",,,,,,,,,,609,,,,,,,,,,254,,,,,,,,,,,,,473,,,,,,,,,,,,,,,,,,,,365
BUENOS AIRES,Villarino,Argerich,6875010,,,,,,,,,,,,,,,,,,,5,23,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Villarino,Country Los Medanos,6875025,,,,,,,,,,,,,,,,,,,,244,,,,,,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Villarino,Juan Cousté  (Est. Algarrobo),6875040,,,,,,,,,,,,,,,,,,,,75,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Villarino,Mayor Buratovich,6875050,,,,,,,,,,,,,,,,,,,,174,,,,,,351,,,,,,,,,,48,,,,,,,,,,28,,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Villarino,Médanos,6875060,,,,,,,,,,,,,,278,,4,,,,97,,,,182,,2,,,,,335,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Villarino,Pedro Luro,6875070,,,,,,,,,,,1,,,,,2,31,,,716,,,,5,,,,675,,,39,,,,,77,,,,,,,,,,"1,499",,,,,,,,,,,,,145,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Villarino,Teniente Origone,6875080,,,,,,,,,,,,,,110,,,,,49,1,,,,1,,9,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Zárate,Lima,6882040,2,,,,,,,,,,,,,98,,,,,10,,,,,"1,110",,4,,,,,615,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Zárate,Zárate,6882050,705,,,5,,,1,118,,,2,,,701,,5,,,23,471,,,,"2,053",,775,,"1,242",,,"1,211",,,13,,853,,,,,398,,,,,76,,,,,,,,,,,,,"7,546",,,,"2,732",,,,,,,703,,,,,,,,,"7,110"
CABA,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,2000010,460,31,,451,35,,"1,307","4,434",,,329,,,"4,539",,"11,975",991,,"3,363","13,174",,7,,"16,652",3,"51,167",5,"3,423",,,"29,793",5,,"11,880",,"6,840",1,,,,"22,894",,,,,"58,853",,,,9,,,30,122,,,,,"361,025",1,,,"97,849",,,,,1,3,"30,482",,8,,,,,,,"490,536"
CABA,OTROS,Otros,Sin Datos,"105,017",,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CATAMARCA,Ambato,El Bolsón,10007030,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CATAMARCA,Ambato,El Rodeo,10007040,47,,,,1,,,5,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CATAMARCA,Ambato,La Puerta,10007060,,,,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CATAMARCA,Ambato,Las Chacritas,10007070,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CATAMARCA,Ambato,Los Talas,10007100,,,,,,,,,,,15,,,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CATAMARCA,Ambato,Los Varela,10007110,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CATAMARCA,Ancasti,Ancasti,10014010,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CATAMARCA,Andalgalá,Aconquija,10021010,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CATAMARCA,Andalgalá,Andalgalá,10021020,,,,1,1,,,37,,,,,,51,,,,,,135,,,,,,529,,,,,442,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CATAMARCA,Andalgalá,Chaquiago,10021030,,,,,1,,,,,,,,,,,,,,,,,,,,,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CATAMARCA,Andalgalá,El Alamito,10021050,,,,,,,,,,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CATAMARCA,Andalgalá,El Potrero,10021070,,,,,,,,,,,,,,,,,,,,,,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CATAMARCA,Andalgalá,La Aguada,10021080,,,,,,,,,,,,,,,,,,,,,,,,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CATAMARCA,Andalgalá,La Mesada,10021010,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CATAMARCA,Antofagasta de la Sierra,Antofagasta de la Sierra,10028010,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CATAMARCA,Belén,Belén,10035020,1,,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CATAMARCA,Belén,El Durazno,10035050,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CATAMARCA,Belén,Hualfín,10035070,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CATAMARCA,Belén,Las Juntas,10035100,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CATAMARCA,Belén,Londres,10035110,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CATAMARCA,Belén,Puerta de San José,10035140,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CATAMARCA,Capayán,Capayán,10042030,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
